CaseOrder,Customer_id,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
67,X345797,Wheeling,IL,Cook,60090,42.1295,-87.92197,38476,Suburban,America/Chicago,"Civil engineer, consulting",3.0,70.0,Regular High School Diploma,Full Time,10964.73,Married,Female,Yes,7.029314672999999,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),4.471254161,265.9812978,1007.4255529999999,3,3,2,4,4,3,3,3
68,N189653,Nevada,MO,Vernon,64772,37.82945,-94.33173000000001,13547,Urban,America/Chicago,Science writer,1.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Widowed,Male,Yes,10.76672425,19,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.79028074,207.5721417,1323.028419,4,4,3,6,2,5,7,4
69,M562102,Slaton,TX,Lubbock,79364,33.452040000000004,-101.64305,7801,Urban,America/Chicago,Health and safety inspector,0.0,48.0,"Some College, Less than 1 Year",Unemployed,52636.6,Separated,Male,No,7.802308088999999,17,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,12.24190682,152.36069780000003,1808.730555,3,1,2,2,5,2,2,1
70,X67911,Gillette,WY,Campbell,82716,44.48072,-105.68542,17823,Suburban,America/Denver,"Administrator, Civil Service",1.0,63.0,"Some College, 1 or More Years, No Degree",Retired,19048.13,Separated,Female,Yes,9.793779623999999,18,2,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.2038594430000003,198.65163569999999,1120.2414720000002,4,4,4,5,4,4,4,3
71,O834546,Roseburg,OR,Douglas,97470,43.22975,-123.23433,20269,Urban,America/Los_Angeles,Technical sales engineer,4.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,42784.82,Married,Female,Yes,5.824350345,12,0,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,23.92132231,212.350527,2676.789803,5,5,6,5,3,7,5,5
72,I493092,North Royalton,OH,Cuyahoga,44133,41.31414,-81.74521999999999,30225,Rural,America/New_York,Special educational needs teacher,0.0,87.0,Regular High School Diploma,Full Time,77996.88,Divorced,Male,Yes,7.013094992999999,17,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),3.7311787000000005,254.1636111,1268.0869089999999,3,3,4,5,4,3,5,4
73,H787644,Cadiz,OH,Harrison,43907,40.25609,-81.02123,5760,Suburban,America/New_York,Outdoor activities/education manager,3.0,54.0,Associate's Degree,Unemployed,47507.3,Married,Female,No,32.03094504,9,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),34.49885764604514,162.6137295,822.6771666,2,3,3,3,5,2,2,3
74,N582710,Homestead,MT,Sheridan,59242,48.43505,-104.4389,61,Urban,America/Denver,"Civil engineer, consulting",3.0,53.27574750830565,Associate's Degree,Full Time,7724.73,Divorced,Male,Yes,7.700593432000001,9,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,34.49885764604514,256.579456,3398.8427520151345,4,3,2,3,3,3,3,4
75,T689606,San Diego,CA,San Diego,92131,32.89431,-117.08013000000001,34359,Urban,America/Los_Angeles,Maintenance engineer,1.0,70.0,Regular High School Diploma,Full Time,1509.52,Never Married,Male,Yes,12.05902236,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),2.378630018,214.1022755,3398.8427520151345,4,4,4,5,2,3,4,4
76,E330599,Inglewood,CA,Los Angeles,90303,33.9381,-118.3323,24693,Rural,America/Los_Angeles,Sports therapist,2.0,67.0,Regular High School Diploma,Retired,81124.71,Married,Female,Yes,13.64707199,13,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,5.43464555,271.3744783,1648.102673,3,3,4,3,5,3,3,4
77,C641592,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235,Rural,America/New_York,"Engineer, communications",4.0,46.0,Regular High School Diploma,Part Time,11795.57,Widowed,Female,Yes,9.033079232999999,11,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.092361222,201.59059069999998,768.0874545,1,1,2,2,3,1,3,2
78,E24772,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193,Urban,America/Chicago,Oceanographer,1.0,53.27574750830565,Associate's Degree,Full Time,39936.76222636489,Never Married,Male,No,6.7963360779999995,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),20.13981517,149.2913801,2426.030626,2,2,3,4,3,3,4,4
79,A889769,Concord,IL,Morgan,62631,39.82437,-90.36129,273,Rural,America/Chicago,Archaeologist,1.0,24.0,Regular High School Diploma,Full Time,19038.78,Never Married,Female,Yes,13.69012091,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,24.64873861,240.76069590000003,3398.8427520151345,4,4,5,1,4,4,3,3
80,G391761,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557,Rural,America/Chicago,Personal assistant,0.0,20.0,Associate's Degree,Part Time,79167.77,Divorced,Male,No,13.64419363,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),9.677739656,126.24233799999999,1129.549713,3,4,3,4,5,4,3,3
81,A606860,Orlando,FL,Orange,32804,28.57725,-81.39726,17653,Urban,America/New_York,Animal nutritionist,1.0,53.27574750830565,Master's Degree,Full Time,37428.26,Married,Female,Yes,14.85470353,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,9.82814183,188.67018280000002,1771.286466,3,4,3,2,5,3,3,4
82,E186097,Millsboro,PA,Washington,15348,39.9883,-79.99619,285,Rural,America/New_York,Hydrologist,0.0,53.27574750830565,Master's Degree,Full Time,45148.38,Divorced,Male,No,17.35455406,6,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),7.832238337000001,171.6836341,943.3391244,3,3,3,4,4,3,4,4
83,I627613,Sagola,MI,Dickinson,49881,46.07835,-88.03348000000001,320,Urban,America/Menominee,Arts development officer,5.0,53.27574750830565,Nursery School to 8th Grade,Student,74855.47,Separated,Female,No,7.117737737000001,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,19.45250317,191.06107240000003,1907.2260829999998,4,4,4,3,1,5,4,4
84,Z188641,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863,Urban,America/Chicago,Herpetologist,4.0,71.0,Regular High School Diploma,Retired,39936.76222636489,Divorced,Male,No,7.949187078,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),14.34766616,119.68911299999999,1885.939118,4,4,3,3,4,3,2,5
85,A740543,Gypsum,KS,Saline,67448,38.651579999999996,-97.41275,1206,Suburban,America/Chicago,Medical sales representative,0.0,32.0,Regular High School Diploma,Full Time,71596.14,Divorced,Female,No,8.999994263,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),2.257358355,195.40354519999997,631.7435653,5,3,5,5,3,3,5,2
86,W681476,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279,Rural,America/New_York,"Scientist, research (physical sciences)",0.0,33.0,Associate's Degree,Full Time,10389.95,Never Married,Male,No,4.274255962,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.358129018,138.1911656,3398.8427520151345,3,3,4,3,3,4,3,6
87,G842176,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049,Suburban,America/New_York,Solicitor,3.0,67.0,Nursery School to 8th Grade,Full Time,19657.14,Widowed,Male,No,15.45723779,12,3,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.650578623,115.8369419,593.8572264,3,3,2,2,5,4,2,3
88,Z852663,Chicago,IL,Cook,60636,41.77576,-87.66911999999999,32203,Suburban,America/Chicago,Higher education lecturer,0.0,66.0,Bachelor's Degree,Retired,27827.03,Divorced,Female,Yes,7.703726062,13,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.7217726160000004,208.068307,777.3060717999999,4,3,3,6,1,4,3,3
89,C73741,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576,Rural,America/New_York,"Nurse, adult",0.0,53.27574750830565,Regular High School Diploma,Full Time,39936.76222636489,Separated,Female,Yes,8.926117575,12,4,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,3.76663012,187.62157280000002,1393.202392,4,4,4,3,3,3,3,5
90,W258972,Litchfield,CA,Lassen,96117,40.546209999999995,-120.23998999999999,319,Urban,America/Los_Angeles,Automotive engineer,0.0,61.0,Regular High School Diploma,Full Time,19815.63,Never Married,Female,No,12.74200169,13,0,2,No,One year,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),4.151256695,136.0997678,393.6524652,3,2,3,4,3,4,5,4
91,G491883,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519,Rural,America/New_York,Chiropodist,0.0,75.0,"Some College, Less than 1 Year",Unemployed,58482.9,Separated,Female,Yes,7.83211249,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,2.188918771,192.00844840000002,3398.8427520151345,3,3,3,3,3,4,3,3
92,C302549,Seekonk,MA,Bristol,2771,41.83778,-71.31735,15210,Urban,America/New_York,Therapeutic radiographer,0.0,63.0,Regular High School Diploma,Student,39936.76222636489,Widowed,Female,Yes,13.60393581,9,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,13.85488928,221.03535269999998,2138.107161,3,2,3,2,4,3,2,4
93,K581313,Reading,MI,Hillsdale,49274,41.83849,-84.76276999999999,3499,Suburban,America/Detroit,"Designer, television/film set",0.0,68.0,"Some College, Less than 1 Year",Student,115510.46,Separated,Female,No,5.655483352,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,3.2733411510000003,163.0404044,443.98403099999996,2,2,2,4,3,3,4,3
94,T46150,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,America/Chicago,"Education officer, environmental",2.0,32.0,Associate's Degree,Full Time,39936.76222636489,Never Married,Male,Yes,8.065866812000001,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,19.75096265,161.1025056,2481.385603,2,2,3,3,3,3,3,3
95,B260505,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654,Suburban,America/New_York,Colour technologist,0.0,53.27574750830565,Professional School Degree,Part Time,39936.76222636489,Never Married,Male,No,11.47541549,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,18.38404445,186.6210869,2233.567181,3,2,3,4,2,4,5,3
96,W877056,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320,Suburban,America/Chicago,Academic librarian,0.0,29.0,Regular High School Diploma,Full Time,24270.88,Divorced,Female,Yes,10.37979788,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.672610857,244.4658583,3398.8427520151345,5,5,4,5,1,5,5,4
97,M478246,Claytonville,IL,Iroquois,60926,40.572340000000004,-87.80962,35,Rural,America/Chicago,Mudlogger,0.0,53.27574750830565,Regular High School Diploma,Full Time,54466.33,Married,Female,No,8.657901827,17,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,Yes,No,No,No,No,Electronic Check,6.796299371,124.8019028,529.40733,4,4,4,3,2,4,3,4
98,N417817,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521,Suburban,America/Chicago,"Designer, textile",10.0,23.0,Professional School Degree,Part Time,64816.84,Divorced,Male,Yes,6.398436616000001,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,34.49885764604514,188.611913,1956.7337,3,2,2,4,3,2,3,2
99,R180138,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358000000001,17600,Rural,America/New_York,Chief Strategy Officer,0.0,80.0,"Some College, 1 or More Years, No Degree",Retired,103311.26,Never Married,Male,No,9.33803434,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,20.31163945,162.44376499999998,2056.386979,5,4,4,3,4,4,5,5
100,N931384,Stanley,ND,Mountrail,58784,48.364329999999995,-102.42437,3324,Suburban,America/Chicago,"Loss adjuster, chartered",0.0,20.0,Master's Degree,Full Time,39936.76222636489,Never Married,Male,No,12.24404403,11,1,1,No,One year,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,6.998814446,180.2362145,1067.373076,3,4,3,5,2,6,6,6
101,O967373,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122,Urban,America/Chicago,Pharmacologist,0.0,69.0,Nursery School to 8th Grade,Full Time,58077.38,Separated,Male,Yes,10.82210354,12,1,1,No,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),14.46288204,222.7999248,1806.1357329999998,3,2,3,5,3,4,4,3
102,G695985,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038,Urban,America/Chicago,Hydrographic surveyor,1.0,53.27574750830565,Bachelor's Degree,Full Time,43466.35,Never Married,Male,No,14.2128601,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.13472066,182.8863727,1397.701335,3,4,4,4,3,4,2,3
103,P33478,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927,Urban,America/New_York,"Engineer, manufacturing",0.0,53.0,Bachelor's Degree,Full Time,23289.77,Divorced,Female,Yes,12.58013188,19,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.542296644,220.34000580000003,3398.8427520151345,2,4,3,2,3,3,5,3
104,K100436,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904,Rural,America/New_York,Research scientist (medical),2.0,25.0,Regular High School Diploma,Full Time,49158.49,Separated,Male,No,11.221006599999999,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,34.49885764604514,170.91101930000002,1886.5319370000002,4,4,3,4,3,3,3,4
105,L475907,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000,Suburban,America/Chicago,Wellsite geologist,0.0,53.27574750830565,Bachelor's Degree,Full Time,3805.84,Divorced,Male,Yes,15.66159152,16,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,22.79214163,205.7639543,2294.7811309999997,3,3,3,3,2,4,4,4
106,A78095,Valparaiso,NE,Saunders,68065,41.073170000000005,-96.83986,1444,Urban,America/Chicago,"Embryologist, clinical",3.0,71.0,GED or Alternative Credential,Retired,52616.27,Widowed,Male,Yes,5.535347323,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,3.8236897439999997,203.78176509999997,826.3438621,3,5,3,2,4,2,4,2
107,X742990,Buchanan,NY,Westchester,10511,41.263020000000004,-73.94368,2158,Urban,America/New_York,Occupational psychologist,3.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,30550.42,Widowed,Female,Yes,8.06201289,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),10.77094687,245.0660727,3398.8427520151345,3,3,2,4,3,2,4,3
108,P347346,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2.0,56.0,"Some College, 1 or More Years, No Degree",Student,12154.01,Divorced,Prefer not to answer,Yes,13.04270304,11,0,2,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.08671185,170.90697869999997,1436.793746,4,4,3,3,5,3,2,2
109,O235183,Nolan,TX,Nolan,79537,32.29188,-100.21075,30,Suburban,America/Chicago,"Sales professional, IT",0.0,42.0,Regular High School Diploma,Full Time,30649.31,Married,Male,Yes,13.73417339,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),14.76468813,173.540759,1963.3326829999999,4,3,4,3,5,4,2,3
110,R776311,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682,Suburban,America/Chicago,Advertising copywriter,3.0,33.0,Associate's Degree,Part Time,31417.33,Married,Male,Yes,11.35797937,14,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,9.473091121,194.3065983,1324.164906,2,2,2,2,4,2,3,2
111,C25146,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733,Urban,America/New_York,"Radiographer, therapeutic",1.0,47.0,Associate's Degree,Full Time,55861.19,Divorced,Male,No,13.82441538,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.197446331,135.5831384,704.9375603,4,4,4,4,3,3,4,3
112,E722502,Angora,MN,St. Louis,55703,47.742020000000004,-92.78159000000001,630,Urban,America/Chicago,English as a second language teacher,1.0,53.27574750830565,Bachelor's Degree,Student,9044.26,Widowed,Female,Yes,12.83804501,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.5775526829999995,194.0043524,3398.8427520151345,3,4,4,4,2,3,4,4
113,D515341,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383,Rural,America/Chicago,Occupational therapist,0.0,63.0,Associate's Degree,Full Time,39936.76222636489,Never Married,Female,Yes,8.357284687,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,No,Yes,No,Yes,No,Mailed Check,3.1745719180000003,158.0420478,377.0810282,4,3,4,2,3,3,3,3
114,U972291,Middlefield,MA,Hampshire,1243,42.351459999999996,-73.02322,257,Urban,America/New_York,Armed forces logistics/support/administrative officer,1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Widowed,Male,No,8.32819175,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88002366,113.21715060000001,1606.489936,3,3,3,3,3,3,3,4
115,N374641,Canaseraga,NY,Allegany,14822,42.43085,-77.84964000000001,1012,Urban,America/New_York,Technical author,0.0,67.0,"Some College, Less than 1 Year",Full Time,12527.51,Divorced,Male,Yes,10.54819139,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12190056,175.1031837,1431.409396,5,4,4,3,3,5,3,4
116,R736057,Rocky Mount,VA,Franklin,24151,36.957390000000004,-79.86453,20327,Urban,America/New_York,Regulatory affairs officer,0.0,56.0,"Some College, Less than 1 Year",Full Time,35499.06,Divorced,Female,No,7.664895102999999,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.34617699,162.97137469999998,2253.85247,6,5,4,4,4,3,5,3
117,K401117,Hope,KY,Montgomery,40334,38.01464,-83.76565,69,Urban,America/New_York,Sales promotion account executive,0.0,24.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Married,Female,No,9.418424281,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.311709177999999,137.0944878,1353.29384,5,5,4,3,3,3,3,3
118,O17401,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130,Urban,America/Chicago,"Optician, dispensing",0.0,79.0,"9th Grade to 12th Grade, No Diploma",Part Time,51237.28,Divorced,Female,No,11.53243433,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58298231,276.0538352,1701.457566,4,5,4,4,1,4,4,4
119,E779833,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210,Rural,America/New_York,Theme park manager,0.0,61.0,Regular High School Diploma,Full Time,39936.76222636489,Married,Male,Yes,6.746267321,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.120096362999999,128.40325049999998,3398.8427520151345,4,3,4,5,3,5,4,4
120,Q527077,Parksville,SC,McCormick,29844,33.7683,-82.2322,155,Urban,America/New_York,"Pharmacist, community",0.0,53.27574750830565,Bachelor's Degree,Full Time,11014.98,Divorced,Male,Yes,8.809358115,11,2,0,Yes,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,9.344886869,209.8844788,1403.270091,4,4,4,4,3,4,4,4
121,Q765651,Altadena,CA,Los Angeles,91001,34.195440000000005,-118.13796,37711,Rural,America/Los_Angeles,IT trainer,4.0,53.27574750830565,Regular High School Diploma,Student,39936.76222636489,Divorced,Female,No,15.77290448,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),22.37815032,146.6848887,2603.903672,5,4,5,2,3,4,4,3
122,W400552,Coggon,IA,Linn,52218,42.29251,-91.53608,1800,Urban,America/Chicago,Contracting civil engineer,3.0,53.27574750830565,Bachelor's Degree,Full Time,26130.78,Divorced,Male,Yes,4.767299756,8,2,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.799514433,242.88502409999998,1256.287854,4,4,2,3,3,4,5,5
123,S979985,Sarver,PA,Butler,16055,40.71569,-79.748,8028,Suburban,America/New_York,Health and safety inspector,1.0,65.0,"Some College, 1 or More Years, No Degree",Student,36478.21,Widowed,Male,No,8.525291337999999,14,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,10.04672315,116.25787959999998,980.9935923,2,2,3,4,3,3,4,4
124,E351590,Cape Coral,FL,Lee,33904,26.57593,-81.94532,31859,Urban,America/New_York,"Psychologist, sport and exercise",0.0,35.0,Master's Degree,Full Time,54533.63,Divorced,Female,No,8.601294241,15,2,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.156552837000001,187.31401369999998,1347.869205,4,4,4,3,4,3,3,4
125,J227824,Warren,OH,Trumbull,44485,41.24042,-80.84612,16101,Suburban,America/New_York,Manufacturing engineer,0.0,31.0,Bachelor's Degree,Student,37103.18,Separated,Female,No,11.94399076,9,3,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),7.992791229,149.3564756,1127.267848,2,2,3,5,5,1,2,2
126,S136858,Dade City,FL,Pasco,33525,28.33597,-82.20146,20449,Suburban,America/New_York,Musician,2.0,34.0,"Some College, 1 or More Years, No Degree",Full Time,74679.84,Widowed,Male,No,12.00354554,11,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),7.231032028,125.3158375,1269.836202,4,3,3,3,4,5,4,4
127,N883325,Ralston,PA,Lycoming,17763,41.51534,-76.97577,161,Urban,America/New_York,Senior tax professional/tax inspector,0.0,68.0,Master's Degree,Full Time,95028.57,Separated,Male,Yes,7.023897487,13,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,4.6276720419999995,221.10916380000003,1038.7453779999998,3,3,3,3,4,3,3,3
